question,prediction,truth,exact_match,f1
Ai xác định Ashkenaz với Saquliba hoặc vùng lãnh thổ Slav?,Saadia Gaon,Saadia Gaon,1,1.0
"Khi Israel là trong giai đoạn phôi thai như một trạng thái, đã có những xung đột văn hoá giữa hai nhóm đó?",Sephardic và Ashkenazi Do Thái,Sephardic và Ashkenazi Do Thái,1,1.0
"Trong một ý nghĩa dân tộc, Ashkenazi Do Thái có thể theo dõi tổ tiên của họ để người Do Thái định cư ở đâu?","Ba Lan,",Trung Âu,0,0.0
Ai dẫn Black Panthers Israel?,Tổng thống Ai Cập Gamal Abdel Nasser,Saadia Marciano,0,0.0
Trong trường hợp đã Saadia Marciano từ đâu?,Ma-rốc Người Do Thái.,Ma-rốc Người Do Thái,0,0.75
Bao nhiêu phần trăm của bộ gen Ashkenazi hiện đại có thể có thể có nguồn gốc từ châu Âu?,bao nhiêu,35-55 phần trăm,0,0.0
nghiên cứu di truyền trên Ashkenazim đã tìm thấy một tỷ lệ đáng kể của loại nguồn gốc?,nguồn gốc Levantine cổ.,nguồn gốc Levantine cổ,0,0.75
Tục chỉ định khu vực định cư của người Do Thái với những cái tên kinh thánh có nghĩa là Tây Ban Nha được gọi là gì?,gốc Sefarad,Sefarad,0,0.6666666666666666
Tục chỉ định khu vực định cư của người Do Thái với những cái tên có nghĩa là Kinh Thánh rằng Pháp được gọi là?,người Do Thái.,Tsarefat,0,0.0
"Sau khi thống nhất đất nước Carolingian, thuật ngữ Ashkenazi đến tham khảo với người Do Thái về những gì hai nơi?",Ashkenazi Do Thái có thể được nhóm trong nhóm di truyền tương tự,trung cổ Đức và Pháp,0,0.0
mở rộng đế chế Frankish Charlemagne của tạo cơ hội cho các thương gia Do Thái định cư ở đâu?,phía bắc của dãy núi Alps.,phía bắc của dãy núi Alps,0,0.8333333333333334
Mystic Rabbi Elijah của Chelm là từ thế kỷ những gì?,thế kỷ 16,thế kỷ 16,1,1.0
"Trong những câu chuyện kể của thần bí Rabbi Elijah của Chelm, một trong những thành viên gia đình của Đức cứu người Do Thái ở Palestine và mang chúng trở về nơi để trả nợ một đặc ân trước đó?",Worms,Worms,1,1.0
Loại Người Do Thái buộc phải tuân theo những tập quán của tổ tiên của họ mà không có sự lựa chọn chọn và chọn?,tung đồng xu,Orthodox Do Thái,0,0.0
Cải cách Do Thái giáo có nguồn gốc trong loại Người Do Thái?,.,Ashkenazi Do Thái,0,0.0
"Đối với hầu hết Ashkenazi Do Thái, tiếng Yiddish được thay thế bằng ngôn ngữ gì?",Hebrew,Hebrew,1,1.0
Có gì hai nhóm tiếp tục sử dụng tiếng Yiddish trong cuộc sống hàng ngày?,"hộ Hasidic và cộng đồng,",nhiều nhóm Hasidic và Hareidi,0,0.4000000000000001
Một nghiên cứu năm 2006 cho thấy người Do Thái Ashkenazi trở thành một cái gì?,"là một, phân nhóm di truyền đồng nhất rõ ràng.","một, phân nhóm di truyền đồng nhất rõ ràng",0,0.8421052631578948
Bao nhiêu phần trăm dân số Hoa Kỳ bao gồm Ashkenazi Do Thái?,.,2%,0,0.0
Bao nhiêu phần trăm của các cầu thủ cờ vua 100 hàng đầu thế giới đến từ cộng đồng Do Thái Ashkenazi?,khoảng 75%,8%,0,0.0
Người ta ước tính rằng 400 gia đình rời miền Bắc Italy quanh năm nào?,.,1000,0,0.0
Ashkenazi gia đình khiến Bắc Italia đã đi đâu?,571a7c6710f8ca140030509e,Trung và Đông Âu cuối cùng,0,0.0
Một nghiên cứu năm 2001 bởi Nebel et al. cho thấy rằng trong đó hai quần thể chia sẻ các nội tổng thể cùng gần chủng tộc gốc Đông?,Ashkenazi và dân Do Thái Sephardic,Ashkenazi và dân Do Thái Sephardic,1,1.0
Tên của Gô-me thường được gắn liền với những gì ethnonym?,Cimmerians.,Cimmerians,0,0.0
Các nghiên cứu gần đây đã phát hiện ra rằng người Do Thái đương đại (trừ người Do Thái Ấn Độ và Ethiopia) có mối quan hệ di truyền gần gũi với người dân khu vực gì?,Levant.,Levant,0,0.0
Những nhà sử học Hy Lạp biết của người Do Thái?,Nhà sử học Hy Lạp Herodotus,Herodotus,0,0.2857142857142857
Nhà sử học Hy Lạp Herodotus liệt kê những người Do Thái như các lực lượng hải quân đánh phục vụ cho ai?,người Ba Tư,người Ba Tư xâm lược,0,0.7499999999999999
Các Giáo đường Do Thái trong Agora của Athens là ngày để các khoảng thời gian giữa hai thời điểm đó?,267 và 396 CE.,267 và 396 CE,0,0.75
"Theo Daniel Elazar tại Trung tâm Jerusalem về các vấn đề công cộng, vào cuối thế kỷ 11, bao nhiêu phần trăm của người Do Thái trên thế giới đã Sephardic?",97%,97%,1,1.0
"Theo Daniel Elazar tại Trung tâm Jerusalem về các vấn đề công cộng, vào cuối thế kỷ 11, bao nhiêu phần trăm của người Do Thái trên thế giới đã Ashkenazi?",3%,3%,1,1.0
"Bởi năm 1931, Ashkenazi Do Thái là bao nhiêu phần trăm của thế giới người Do Thái?",92 phần trăm,92%,0,0.0
"Tại Israel, thuật ngữ Ashkenazi hiện nay được dùng để chỉ ai?",những người nhập cư Do Thái,tất cả người Do Thái định cư ở châu Âu và đôi khi bao gồm cả những người có nguồn gốc dân tộc là thực sự Sephardic,0,0.303030303030303
Một chuyển đổi thường sau đó thực tế?,cuộc thi,thực hành của din beth mà chuyển anh ta hoặc cô,0,0.0
"Vào những năm 1930, Paris đã được ghi nhận mà hai thứ liên quan đến người Do Thái?",Kitô giáo và trí thức Do Thái.,"một nền văn hóa rực rỡ Yiddish, và nhiều người Do Thái đã tham gia vào phong trào chính trị đa dạng",0,0.13793103448275862
Thuật ngữ Ashkenazi cũng đề cập đến những gì?,bất kể tổ tiên một Ashkenazi,các nusach Ashkenaz,0,0.0
khai quật mộ gần nơi đơn vị đồn trú La Mã được thành lập chứng thực cho sự hiện diện của người Do Thái sau nhiều thế kỷ những gì?,dấu vết bí ẩn,thứ 2 và thứ 3 thế kỷ,0,0.0
Một số lượng lớn của người Do Thái ở Pannonia hình thành cộng đồng và xây dựng những gì?,một giáo đường Do Thái.,một giáo đường Do Thái,0,0.8000000000000002
ba bộ tộc Đức hoặc đất Đức nói về bởi Rabbi Berechiah là gì?,"Ashkenaz, Riphath, và Togarmah","Ashkenaz, Riphath, và Togarmah",1,1.0
xem Rabbi Berechiah được dựa trên những gì?,thanh.,Talmud,0,0.0
Ồ ạt di cư tây xảy ra vào khoảng thời gian nào?,ăn.,trong thế kỷ 19 và 20,0,0.0
Ashkenazi Do Thái đã chiếm đa số của cộng đồng Do Thái Mỹ kể từ khi nào?,năm 2006,1750,0,0.0
Tôn giáo Do Thái Ashkenazi sống ở Israel theo thẩm quyền của người mà trong những vấn đề nhất định?,trưởng Ashkenazi giáo sĩ Do Thái,trưởng Ashkenazi giáo sĩ Do Thái,1,1.0
Những xu hướng mới đã được gắn liền với phong trào Do Thái Đổi mới?,theo đuổi người Do Thái thế tục,ngây ngất thờ phượng,0,0.0
Những phát hiện liên quan đến nhiễm sắc thể Y-cho thấy rằng nam giới tổ tiên của Ashkenazi Do Thái có thể được truy chủ yếu là để ở đâu?,Trung Đông.,Trung Đông,0,0.5
Một nghiên cứu năm 2013 ước tính bao nhiêu phần trăm của tổ tiên mẹ Ashkenazi xuất phát từ phụ nữ bản địa sang châu Âu?,80 phần trăm,80 phần trăm,1,1.0
Nghiên cứu năm 2010 cho thấy rằng những gì dân hiện đại có liên quan chặt chẽ nhất để Ashkenazi Do Thái?,người Ý hiện đại ngày.,người Ý hiện đại ngày,0,0.8000000000000002
Ashkenazi Do Thái và người Ý có thể tương tự gen do gì hai yếu tố?,dân tộc.,liên kết hôn và chuyển đổi trong thời gian của Đế chế La Mã,0,0.0
đã nghiên cứu 2.013 xuyên gen tìm thấy những gì liên quan đến Ashkenazi Do Thái và nguồn gốc Khazar?,"DNA,",không tìm thấy bằng chứng về nguồn gốc Khazar trong Ashkenazi Do Thái,0,0.0
Các ghi chép lịch sử minh chứng cho các cộng đồng Do Thái ở miền nam châu Âu kể từ thời gian nào?,kể từ lần trước khi Christian.,lần trước khi Christian,0,0.6
cộng đồng Do Thái đã được nhìn thấy ở phía bắc của dãy núi Alps và Pyrenees càng sớm càng có nhiều thế kỷ?,the 8 và thế kỷ thứ 9.,8 và thế kỷ thứ 9,0,0.7692307692307692
"Trong nửa sau của thế kỷ 11, Rashi đề cập đến những gì hai điều?",cả hai ngôn ngữ của Ashkenaz và nước Ashkenaz.,cả hai ngôn ngữ của Ashkenaz và nước Ashkenaz,0,0.8888888888888888
Vào thời điểm của cuộc Cách mạng Pháp đã có bao nhiêu người dân Do Thái khác biệt?,hai quần thể riêng biệt của người Do Thái.,hai quần thể riêng biệt của người Do Thái,0,0.8888888888888888
Tất cả các nghiên cứu đều đồng ý rằng sự chồng chéo về di truyền với những gì vị trí tồn tại trong cả hai dòng?,Fertile Crescent,Fertile Crescent,1,1.0
"Trong một nghiên cứu năm 2006, có bao nhiêu SNPs NST thường được sử dụng?",nghiên cứu di truyền trên Ashkenazim,năm ngàn,0,0.0
Trong năm nào Hoàng đế Constantius chết?,.,361,0,0.0
"Gì đã xảy ra với các giám mục tiếm quyền, George?",chịu.,ném vào tù và giết hại,0,0.0
Những người sau đó đã thành công George?,George,Một linh mục tối nghĩa của tên của Pistus,0,0.0
Life of Antony đã đóng một vai trò quan trọng trong sự lây lan của những lý tưởng khổ hạnh trong những gì tôn giáo?,Đông và Tây Kitô giáo.,Đông và Tây Kitô giáo,0,0.8000000000000002
Người viết tiểu sử mang tên Life of Antony?,Athanasius.,Athanasius,0,0.0
"Tiểu sử, Life of Antony, cũng giống như trong đời sống của ai?",Athanasius.,Athanasius,0,0.0
Cái gọi là Creed Athanasian rút ra từ các từ ngữ về những gì?,từ ngữ của De Trinitate Augustinô.,De Trinitate Augustinô,0,0.4444444444444444
Trong những năm đã được Peter Alexandria tuận đạo?,"311 trong những ngày cuối của cuộc đàn áp đó,",trong 311,0,0.33333333333333337
Các nhà thờ của những quốc gia đang ở trong lãnh thổ của mình?,Jerusalem,Ai Cập và Libya,0,0.0
phán quyết tại Hội đồng Sardica là gì?,sự ngây thơ của ông đã khẳng định lại.,sự ngây thơ của ông đã khẳng định lại,0,0.8888888888888888
Trong trường hợp đã giám mục của phương Tây đáp ứng?,.,Rimini ở Ý,0,0.0
nào các tà thuyết đồng ý những gì khi ở Sirmium?,công thức đức tin.,công thức đức tin,0,0.75
ngày lễ của ông ở Tây Kitô giáo là gì?,.,2 tháng,0,0.0
Có gì dịch của Cựu Ước anh ấy nghiên cứu?,mở VMAs,Bảy mươi Hy Lạp,0,0.0
Trong những gì viết ông đã kể lại chi tiết thời gian của mình trong lưu vong?,"""Truyền đạo Hist.."",",Apology Against the Arians,0,0.0
Ai trở thành Patriarch ở Alexandria trong khi Athanasius đã biến mất?,Alexander Alexandria,Gregory của Cappadocia,0,0.0
Ai tham gia cùng anh khi ông thành lập một hội đồng để khuyến khích sự hiệp nhất giữa các Kitô hữu?,12%,Eusebius of Vercelli,0,0.0
Ai chuẩn những cuốn sách của Tân Ước?,Muhammad Husayn Haykal,Athanasius,0,0.0
Ai được sự thuộc về ngày lể Thư viết cho?,Giáo Hội của Người ở Alexandria,Giáo Hội của Người ở Alexandria,1,1.0
Bao lâu sau khi Hội đồng Nicae đã Alexander chết?,"""Năm tháng",Năm tháng,0,0.5
Hội đồng Nicaea đã quyết định gì về bè rối Arian?,bè rối Arian là một tư tưởng thần học thực.,một tư tưởng thần học thực,0,0.625
nhà sản xuất tiền tiểu học đầu tiên của Seattle là gì?,"Washington,",Logging,0,0.0
Trong những khu vực đã được Klondike Gold Rush nằm ở đâu?,Alaska,Alaska,1,1.0
Đến năm 2015 dân số của Seattle là gì?,khoảng 662.400 dân,662.400,0,0.5
Bởi thời gian là gì Seattle thành phố phát triển nhanh nhất ở Mỹ?,"năm 1910,",tháng 7 năm 2013,0,0.3333333333333333
bảng xếp hạng của Seattle ở Bắc Mỹ về chế biến container là gì?,Billboard Hot 100,lớn thứ ba,0,0.0
cuộc đình công lao động chung đầu tiên trong thế kỷ 20 là gì?,"""Lao",Seattle chung Strike,0,0.0
sự kiện thể thao gì đã Seattle tài trợ vào năm 1990?,nghệ thuật biểu diễn,Goodwill Games,0,0.0
Có bao nhiêu người mới di chuyển đến Seattle mỗi năm?,nghệ thuật biểu diễn,14.511,0,0.0
Khi nào nhận được nó Seattle mức thấp nhất của kết tủa?,năm 2003,tháng sáu-tháng chín,0,0.0
Tính năng thời tiết gì rất kì lạ ở Seattle?,có các lễ hội mùa hè và mùa đông buồng âm nhạc,Thunderstorms,0,0.0
Bao lâu là mùa sinh trưởng tại khu vực Seattle?,nhiều năm.,250 ngày,0,0.0
Có bao nhiêu người nữa không Seattle mong đợi để có vào năm 2040?,200.000 người,200.000,0,0.6666666666666666
các trung tâm thành phố Seattle dân số năm 2009 là gì?,gần 50.000,60.000,0,0.0
Bao nhiêu gia tăng dân số đã nội thành thành phố Seattle có từ năm 1990?,77%,77%,1,1.0
Bao nhiêu đã dân sinh nước ngoài của Seattle mở rộng giữa 1990-2000?,40%,40%,1,1.0
Có bao nhiêu người Việt Nam đang có ở Seattle?,"VC"",",55.000,0,0.0
Seattle có bao nhiêu rạp bình đẳng không?,một số nhỏ hơn trường đại học tư,28,0,0.0
Để những gì đặc trưng riêng biệt của khu vực này không Emerald City tham khảo?,các rừng thường xanh tươi tốt,rừng thường xanh tươi tốt,0,0.9090909090909091
Khi được Seafair sự kiện tổ chức tại Seattle?,suốt tháng bảy và tám,tháng bảy và tám,0,0.888888888888889
trọng tâm của lễ hội Bumbershoot là gì?,nghệ thuật và lễ hội âm nhạc,nghệ thuật và lễ hội âm nhạc,1,1.0
Bao lâu không Seattle gửi đến Quốc Thơ Slam?,hai thời gian,năm,0,0.0
thơ gì lễ hội lần đầu tiên được tổ chức vào năm 1997?,Thơ Circus,Thơ Circus,1,1.0
Bill Frisell Loại nhạc sĩ là gì?,avant-garde jazz,avant-garde jazz,1,1.0
Có gì phong cách âm nhạc nào Sir Mix-a-Lot và Macklemore đại diện tại thành phố Seattle?,múa ba lê,hip hop,0,0.0
Có bao nhiêu người đi xe đạp tham dự Seattle tới Portland xe đạp cổ điển?,12.500 xe đạp.,9.000-rider,0,0.0
Trong những năm nào các Metropolitans Seattle giành chiến thắng trong Stanley Cup?,1917,1917,1,1.0
Ai đã Seahawks đánh bại để giành chiến thắng Super Bowl?,Denver Broncos,Denver Broncos,1,1.0
bên những gì thành viên giành chiến thắng hầu hết các cuộc bầu cử lập pháp bang và quốc gia?,đảng Dân chủ Al Gore,đảng Dân chủ,0,0.7499999999999999
"Ai là Seattle, và thị trưởng nữ đầu tiên của quốc gia?",571a20744faf5e1900b8a8b6,Bertha Hiệp sĩ Landes,0,0.0
Khi được McDermott bầu vào văn phòng?,1988,1988,1,1.0
thị trưởng hiện tại của Seattle là ai?,.,Ed Murray,0,0.0
tờ báo Seattle như năm 2010 là gì?,The Seattle Times.,The Seattle Times,0,0.6666666666666666
là tờ báo LGBT gọi là gì?,LGBT phi Da,Seattle Gay Tin tức,0,0.0
Ai bán báo Bất Thay đổi trên đường phố?,.,người vô gia cư,0,0.0
tuyến xe buýt Seattle gọi là gì?,.,King County Metro,0,0.0
dịch vụ gì chạy giữa South Lake Union và Trung tâm Westlake?,Nam Lake Union Streetcar,Nam Lake Union Streetcar,1,1.0
Trong những năm đã được các xe điện đầu tiên sử dụng ở Seattle?,1889,1889,1,1.0
Khi nào các dịch vụ đường sắt Tacoma-Seattle kết thúc?,1929,1929,1,1.0
Mà cựu thị trưởng ủng hộ việc mở rộng các tuyến đường sắt từ thành phố về Ballard?,Cựu thị trưởng Michael McGinn,Michael McGinn,0,0.5714285714285715
giai đoạn bộ nhớ thứ hai là gì?,"trí nhớ phân đoạn,",lưu trữ,0,0.0
quá trình thứ ba điều đó xảy ra trong quá trình bộ nhớ là gì?,mã hóa bộ nhớ.,hồi các thông tin đã được lưu trữ,0,0.0
một tên khác cho trí nhớ ngắn hạn là gì?,"mã hóa thông tin âm học,",bộ nhớ làm việc,0,0.0
Chính xác những gì trí nhớ ngắn hạn cho phép một người để làm gì?,"mã hóa thông tin âm học,",thu hồi trong thời gian vài giây đến một phút mà không cần diễn tập,0,0.0
Làm thế nào có thể một cao dung lượng bộ nhớ của họ?,thần.,chunking,0,0.0
một số ví dụ về đơn vị bộ nhớ ngắn hạn có thể được phân loại trong để là gì?,bộ nhớ giác quan và ngắn hạn bộ nhớ,thông tin hình ảnh và thông tin âm thanh,0,0.1111111111111111
Ai thực hiện một nghiên cứu vào năm 1986 invovling một người tham gia được gọi là KF?,Zlonoga và Gerber,Zlonoga và Gerber,1,1.0
Ai đã làm các nghiên cứu đầu tiên về khai thác một ý tưởng mới của bộ nhớ giác quan?,chúng tôi liên quan đến trải nghiệm hình ảnh.,George Sperling,0,0.0
"Nếu một bộ nhớ được kích hoạt bởi một thời gian, trong đó loại bộ nhớ là điều này?",bộ nhớ tiềm năng,kỷ niệm tiềm năng Time-based,0,0.4444444444444445
vai trò của khu Covergence-phân kỳ là gì?,điều,có thể là mạng lưới thần kinh nơi những ký ức được lưu trữ và lấy ra,0,0.0
Những gì nhà thần kinh học nhận thức tin bộ nhớ là gì?,điều,"việc lưu giữ, tái kích hoạt, và tái thiết của đại diện bên trong trải nghiệm độc lập",0,0.0
Loại bộ nhớ cho phép chúng tôi nhớ kiến ​​thức về thế giới?,Semantic,bộ nhớ Semantic,0,0.5
Liệu excersice có bất kỳ vai trò về chức năng não nhận thức?,nó chia sẻ các thuộc tính của bộ não khác.,có nhiều lợi ích về nhận thức và các hiệu ứng trên não,0,0.17391304347826086
Điều gì đã nghiên cứu chứng minh về những kỷ niệm của chúng tôi?,"niệm"")",kỷ niệm của chúng tôi được xây dựng,0,0.0
không ghi nhớ có ý nghĩa gì?,ức,một phương pháp học tập cho phép một cá nhân để lại những thông tin đúng nguyên văn,0,0.0
công cụ học tập những gì đã làm Cosmos rosselliius viết về?,"những gì bạn phải làm.'"".",sử dụng bảng chữ cái visual,0,0.0
ảnh hưởng của không còn là một sự kỳ thị về hôn nhân giữa các chủng tộc là gì?,pharmacogenomics,nhiều người đang công khai hình thành giữa các chủng tộc đoàn,0,0.0
Điều gì đã gây ra nhiều người thuộc các chủng tộc hỗn hợp sang Mỹ?,chế độ nô lệ,nhập cư đa dạng,0,0.0
Ai được bầu và là chủ tịch đa sắc tộc đầu tiên của Hoa Kỳ?,Barack Obama,Barack Obama,1,1.0
Khi nào luật ngăn chặn cấm kết hôn giữa người da trắng và người châu Á?,1950.,những năm 1950,0,0.0
Các nô lệ trước tại New York được trả tự do khi nào?,1827.,1827,0,0.0
Điều gì gây ra nhiều nam giới nô lệ tự do 1782-1810?,lý tưởng cách mạng,lý tưởng cách mạng,1,1.0
hậu duệ của nhiều nhóm khác biệt về văn hóa là ai?,nhà nghiên cứu văn hóa,Người dân Mỹ,0,0.0
Điều gì đang đua đôi khi được coi là?,họ,một cấu trúc xã hội,0,0.0
Có gì xảy ra 1955-1968?,họ,người Mỹ gốc Phi Phong trào Dân quyền,0,0.0
Bao nhiêu dân số được xác định là chủng tộc trộn lẫn trong những năm 2000?,"2. 9% dân số,",ít hơn 5%,0,0.0
Ai không được xác định bởi tên trên điều tra dân số trước khi cuộc nội chiến?,nô lệ,nô lệ,1,1.0
đã người phương Tây gọi những người phụ nữ Hawaii gì?,"""squaws Hawaii.""",squaws Hawaii,0,0.0
Những gì đã phổ biến trong những năm đầu thế kỷ 20 đã gây ra phân biệt chủng tộc tăng?,"nhiều người giấu di sản đa chủng tộc của họ,",thuyết ưu sinh và ý tưởng của sự thuần chủng,0,0.20000000000000004
Ai đang đổ lỗi tại khoản này cho luật Jim Crow?,"Michelle Alexander,",trắng đảng Dân chủ,0,0.0
Ai nói các xét nghiệm di truyền không thể biết sự khác biệt giữa các quốc gia người Mỹ bản địa khác nhau?,nhà di truyền học,nhà di truyền học,1,1.0
Có gì phải châu Phi gần đây đã di cư làm gì?,"những gì bạn phải làm.'"".",nhận nền tổ tiên của riêng mình,0,0.0
phản ứng với ý tưởng của việc xác định người như là con lai hay đa sắc tộc là gì?,nhiều,chủ yếu là tiêu cực,0,0.0
Có gì xác định bản sắc xã hội của một đứa trẻ?,hệ thống quan hệ họ hàng của bộ tộc.,hệ thống quan hệ họ hàng của bộ tộc,0,0.7777777777777778
Ai gặp người chồng của họ tại Viện Hampton?,ba tầng lớp trung lưu châu Âu-Mỹ nữ giáo viên,ba tầng lớp trung lưu châu Âu-Mỹ nữ giáo viên,1,1.0
đã bao lâu Jefferson và Hemmings trong một mối quan hệ?,.,gần 40 năm,0,0.0
Khi được chỉ thị chủng tộc OMB làm bắt buộc đối với mọi hình thức chính phủ?,các,2003,0,0.0
Ai là người Mỹ gốc Phi đầu tiên gradute từ Vassar College là?,.,Anita Florence Hemmings,0,0.0
Charles Kenzie Steele Jr là ai?,Giám đốc điều hành của Hội nghị Lãnh đạo Nam Christian,Giám đốc điều hành của Hội nghị Lãnh đạo Nam Christian,1,1.0
Ai là tổ tiên của gia đình đầu tiên của Virginia?,Thomas Rolfe,Thomas Rolfe,1,1.0
Có gì hỏi cho sự trở lại của những người nô lệ đã kết hôn với người Mỹ bản địa hoặc nói ngôn ngữ của họ?,Nhiều quảng cáo,Nhiều quảng cáo,1,1.0
Làm thế nào mà người bản địa và người châu Phi đến để nhận biết nhau?,"“miếng bánh mà Phi vĩ đại” lớn được gọi là Congo,",thông qua các tổ chức của chế độ nô lệ,0,0.0
nhiều người di cư châu Mỹ La tinh là gì?,một loạt các huyền thoại sáng tạo $$$.,"mestizo, Amerindian, hoặc chủng tộc hỗn hợp khác",0,0.0
Ai đã viết một bài báo trên tờ New York Dail Tin tức về Obama?,Joseph Medill Patterson,Stanley Crouch,0,0.0
"Liên kết ""hỗn hợp"" tiêu đề có ý nghĩa gì?",họ,không thể phân biệt chủng tộc được phân loại,0,0.0
Những gì được coi là bị lãng quên trong lịch sử nước Mỹ?,được họ điều,Interracial quan hệ giữa người Mỹ bản địa và người Mỹ gốc Phi,0,0.0
Đâu Ayllon nằm xuống một thuộc địa Tây Ban Nha?,Bắc Mỹ,gần cửa các Dee sông Pee,0,0.0
phim tài liệu gì có người da trắng ở North Carolina?,Hoa-Hoa,màu trắng Boy,0,0.0
"Làm thế nào mà công chúng phản ứng với các loại ""bi-chủng tộc"" và ""đa sắc tộc""?",nhiều người đang công khai hình thành giữa các chủng tộc đoàn.,chủ yếu là tiêu cực,0,0.0
họ sợ những gì sẽ xảy ra?,điều,lỗ trong quyền lực chính trị và kinh tế,0,0.0
Có gì các quốc gia được coi là mẫu hệ?,họ,Creek và Cherokee,0,0.0
Ai xác định được các hoạt chất?,tiểu thuyết gia Ai Cập và nhà thơ,John Abel,0,0.0
Ai đưa ra thị trường epinephrine?,Parke Davis,Parke Davis,1,1.0
Tên thương mại những gì đã epinephrine bán trên thị trường dưới?,ống,Adrenalin,0,0.0
Tên thương mại những gì đã epinephrine bán trên thị trường dưới?,ống,Adrenalin,0,0.0
tên thương mại của epinephrine là gì?,Adrenalin.,Adrenalin,0,0.0
Khi đã epinephrine dừng là có sẵn tại Hoa Kỳ?,2011,2011,1,1.0
Trong những năm được Primatene Mist không còn được bán tại Hoa Kỳ?,chiến,2011,0,0.0
"Là một ống hít, những gì đã epinephrine dùng để điều trị?",nghẹt mũi.,nghẹt mũi,0,0.5
Ai tổng hợp Amphetamine bệnh suyễn không?,Gordon Alles,Gordon Alles,1,1.0
Trong những năm được amphetamine đầu tiên được thử nghiệm trên bệnh nhân hen suyễn?,.,1929,0,0.0
tên thương mại của amphetamine như một mũi chống sung huyết là gì?,Benzedrine ống thuốc.,Benzedrine ống thuốc,0,0.6666666666666666
Trong những năm đã American Medical Association phê duyệt amphetamine dùng trong y tế?,1937,1937,1,1.0
Minkowski và von Mering đã làm các xét nghiệm phẫu thuật vào những gì động vật?,chó,chó,1,1.0
Làm thế nào đái tháo đường có thể được gây ra trong những con chó?,Những hành vi giao tiếp,phẫu thuật cắt bỏ tuyến tụy,0,0.0
Tại sao liệu pháp insulin đã bị trì hoãn?,"đề kháng insulin được liên kết chặt chẽ với viêm mãn tính,",khó khăn trong sản xuất vật liệu với số lượng đủ và với độ tinh khiết tái sản xuất,0,0.06451612903225808
"Trước khi insulin, tuổi thọ trung bình của bệnh nhân tiểu đường là gì?",vài tháng.,chỉ một vài tháng,0,0.3333333333333333
"Nếu không điều trị, được bao lâu bệnh nhân tiểu đường đã được dự kiến ​​sẽ sống ở đâu?",nhiều năm,vài tháng,0,0.0
Ai phát hiện ra một phản ứng có thể đem lại giấc ngủ ở chó?,hàm lượng acetylcholine hiển thị mô hình ngược lại. .,Hermann Emil Fischer và Joseph von Mering,0,0.0
tên thương mại đầu tiên của axit diethylbarbituric là gì?,Hoa Kỳ.,Veronal,0,0.0
Trong những năm được arsphenamine phát hiện ra?,1911,1911,1,1.0
Người đã phát triển Arsphenamine?,Paul Ehrlich và hóa học Alfred Bertheim,Paul Ehrlich và hóa học Alfred Bertheim,1,1.0
Đâu là Viện thí nghiệm trị liệu nằm ở đâu?,.,Berlin,0,0.0
tên thương mại của arsphenamine là gì?,Salvarsan.,Salvarsan,0,0.0
điều trị hiệu quả đầu tiên cho Bệnh giang mai là gì?,"ván,",Arsphenamine,0,0.0
Ai chịu trách nhiệm thanh lọc các hợp chất được tìm thấy trong các nguồn khoáng sản?,lọc.,nhà sản xuất thuốc nhuộm Đức,0,0.0
Vắc-xin bệnh dại đã được tạo ra trong năm nào?,ẩn,1885,0,0.0
Ai tạo ra vắc-xin bệnh dại đầu tiên?,ẩn và tích cực. .,Louis Pasteur và Pierre Paul Émile Roux,0,0.16666666666666666
Có bao nhiêu trường hợp tử vong xảy ra do Bạch hầu?,ván.,15.520,0,0.0
Ai đã phát triển vắc-xin viêm não đầu tiên?,571aab804faf5e1900b8abf3,Maurice Hilleman,0,0.0
"Ai sản xuất ""Elixir Sulfanilamide""?",Công ty Massengill E. Tennessee.,S,0,0.0
Diethylene Glycol là những gì thường được sử dụng ngay bây giờ?,chất chống đông.,chất chống đông,0,0.6666666666666666
Diethylene glycol được sử dụng chủ yếu hiện nay như những gì chất lỏng?,chất chống đông.,chất chống đông,0,0.6666666666666666
"Cái tên ""elixir"" ngụ ý một giải pháp trong những gì chất lỏng?",ethanol.,ethanol,0,0.0
Nhiều kháng sinh hơn đã được thực hiện sau khi kết thúc những gì chiến tranh?,những năm 1950.,Thế chiến II,0,0.0
Bao nhiêu phần trăm bệnh nhân bị nhiễm bệnh lao chết trong vòng 5 năm tới?,khoảng một nửa,50%,0,0.0
Ai tài trợ cho vắc-xin bại liệt?,.,Quỹ Quốc gia về trẻ sơ sinh Paralysis,0,0.0
Ai xác định virus SV40?,.,Maurice Hilleman,0,0.0
Ai xác định virus SV40?,.,Maurice Hilleman,0,0.0
Có gì thuốc đã được sử dụng cho các mục đích off-label?,"Paxil,","Paxil, Wellbutrin, Advair, Lamictal, và Zofran",0,0.2857142857142857
Trong những năm được báo cáo của FTC đã ban hành?,một cuộc điều tra rộng lớn,1958,0,0.0
Ai đưa tranh chấp tới Nam Phi?,Phi.,40 công ty dược phẩm đa quốc gia,0,0.0
Khi đã thực phẩm tinh khiết và Đạo luật Thuốc được thực hiện?,1906,1906,1,1.0
Trong những năm được Pure thực phẩm và dược Đạo luật được thông qua?,những người dựa trên tái xây dựng một thành phần hoạt chất hiện có,1906,0,0.0
Ai bị hạn chế quyền hạn thực thi các chính phủ liên bang?,trường hợp của đặc tả không chính xác của các thành phần của thuốc.,Tòa án Tối cao,0,0.0
