question,prediction,truth,exact_match,f1
Khi nào Tango được Unesco công nhận?,"Ngày 30 tháng 9 năm 2009,",Ngày 30 tháng 9 năm 2009,0,0.8333333333333334
Tango bắt nguồn từ lúc nào?,cuối thế kỷ 19.,cuối thế kỷ 19,0,0.75
Thái Bình Dương là gì?,"là đại dương lớn nhất địa cầu,",đại dương lớn nhất địa cầu,0,0.7692307692307692
Diện tích của Thái bình dương tính theo dặm?,"(63,8 triệu","63,8 triệu",0,0.5
Bao nhiêu vùng nước bị chiếm bởi Thái Bình Dương?,46%,46%,1,1.0
Bao nhiêu bề mặt trái đất bị chiếm bởi Thái Bình Dương?,một phần ba tổng diện tích bề mặt Trái Đất,khoảng một phần ba,0,0.4285714285714285
Đường gì xẻ đôi Thái Bình Dương?,Đường xích đạo,xích đạo,0,0.8
"Thái Bình Dương được chia làm 2 phần, Bắc Thái Bình Dương và gì?","""Nam Thái Bình Dương"".",Nam Thái Bình Dương,0,0.5
Ở phía tây của Thái Bình Dương là đâu?,châu Á và châu Úc,châu Á và châu Úc,1,0.8000000000000002
Bao bọc phía tây và phía bắc của Thái Bình Dương là đâu?,châu Á và châu Úc," từ Bắc Băng Dương ở phía bắc đến Nam Băng Dương (hay châu Nam Cực phụ thuộc định nghĩa) ở phía nam, bao quanh là châu Á và châu Úc ở phía tây",0,0.2105263157894737
Trải dài ở phía Nam và phía đông của Thái Bình Dương là đâu?,Bắc Băng Dương ở phía bắc đến Nam Băng Dương,"Nam Băng Dương (hay châu Nam Cực phụ thuộc định nghĩa) ở phía nam, bao quanh là châu Á và châu Úc ở phía tây và châu Mỹ ở phía đông",0,0.24390243902439024
Nơi nào sâu nhất trái đất?,Mặt Trăng,rãnh Mariana,0,0.0
Mariana ở đâu?,Tây Bắc Thái Bình Dương,Tây Bắc Thái Bình Dương,1,1.0
Độ sâu của nơi sâu nhất trái đất?,1.038 mét.,10.911 m,0,0.0
Độ sâu của nơi sâu nhất trái đất tính theo ft?,1.038 mét.,35.797,0,0.0
Khi nào thái Bình dương được phát hiện lần đầu?,bắc,đầu thế kỷ XVI,0,0.0
Điểm trải dài của đại dương theo Đông tây?,Greenland,từ Indonesia đến bờ biển Colombia,0,0.0
Ai đã qua biển thái bình dương thời tiền sử?,người châu Á và châu Đại Dương,người châu Á và châu Đại Dương,1,0.8571428571428571
Năm nào thì thái bình dương được phát hiện?,xích,1513,0,0.0
Nhà thám hiểm phát hiện thái bình dương đầu tiên đặt tên là gì?,"Mar Pacifico,",Mar del Sur,0,0.4
Nghĩa của từ Mar Pacifico?,"""biển thái bình""",biển thái bình,0,0.3333333333333333
Đức Thắng là ai?,"Thoại Sơn,","một nhà cách mạng, chính khách của Việt Nam",0,0.0
Thắng làm chủ địch nước Việt trong khoảng nào?,từ 22 tháng 9 năm 1969 cho đến 2 tháng 7 năm 1976);,từ 22 tháng 9 năm 1969 cho đến 2 tháng 7 năm 1976,0,0.7692307692307693
Ai là chủ tịch nước trước Tôn Đức Thắng?,"Hồ Chí Minh,",Hồ Chí Minh,0,0.6666666666666666
Ai là chủ tịch đầu tiên của nước cộng hòa xã hội chủ nghĩa việt nam?,Tôn Đức Thắng,Tôn Đức Thắng,1,1.0
Trước khi làm chủ tịch nước thì Thắng làm gì?,Phó Chủ tịch nước,"Phó Chủ tịch nước (1960-1969) và Quyền Chủ tịch nước (từ 2 tháng 9 cho đến 22 tháng 9 năm 1969), Trưởng ban Thường trực Quốc hội Việt Nam (1955-1960) - tương đương với Chủ tịch Quốc hội bây giờ",0,0.18181818181818182
Tôn Đức Thắng sinh ra tại?,sinh ngày 20 tháng 8 năm 1888,"Cù lao Ông Hổ, làng Mỹ Hoà Hưng, tổng Định Thành, hạt Long Xuyên (nay thuộc xã Mỹ Hòa Hưng, thành phố Long Xuyên, tỉnh An Giang)",0,0.0
Tôn Đức Thắng là con ai?,"Tôn Văn Đề, và bà Nguyễn Thị Di.","của ông Tôn Văn Đề, và bà Nguyễn Thị Di",0,0.7777777777777777
Tôn Đức Thắng là con thứ mấy?,con đầu,con đầu,1,1.0
Thoại Sơn là ai?,Tôn Đức Thắng,Tôn Đức Thắng,1,1.0
Bí danh của Thắng?,"Thoại Sơn,",Thoại Sơn,0,0.5
Tên gọi của Thắng theo thông lệ miền Nam?,đặt theo tên của Ấn Độ.,Hai Thắng,0,0.0
Tên gọi của Thắng khi hoạt động chính trị,Ấn,Bác Tôn,0,0.0
Bác Tôn là ai?,Tôn Đức Thắng,Tôn Đức Thắng,1,1.0
Giả cảnh nhà Tôn Đức Thắng như thế nào?,Gia đình ông thuộc hạng nông dân khá giả,thuộc hạng nông dân khá giả,0,0.8
Tại sao Thắng được học từ nhỏ?,Gia đình ông thuộc hạng nông dân khá giả,Gia đình ông thuộc hạng nông dân khá giả,1,1.0
Khi nào Thắng tốt nghiệp CEPCI?,"Năm 1906,",1906,0,0.0
CEPCI là gì?,Sơ cấp tiểu học Đông Dương,Certificat d'Etudes Primaires Complémentaires Indochinoises,0,0.0
Certificat d'Etudes Primaires Complémentaires Indochinoises là gì?,Sơ cấp tiểu học Đông Dương,tiểu học Đông Dương,0,0.8
Ông Thắng tốt nghiệp CEPCI lại gì?,thợ máy,Sơ cấp tiểu học Đông Dương,0,0.0
Sau khi tốt ngiệp tiểu học thì Thắng làm gì?,thợ máy,rời quê lên Sài Gòn học nghề thợ máy,0,0.3636363636363636
L’école des Mécaniciens Asiatiques là đâu?,Trường Cơ khí Á Châu,Trường Cơ khí Á Châu,1,1.0
Ông làm gì ở Trường Cơ khí Á Châu?,thợ máy,học nghề thợ máy,0,0.6666666666666666
Tên dân gian của L’école des Mécaniciens Asiatiques?,Trường Bá Nghệ.,Trường Bá Nghệ,0,0.6666666666666666
Ông tốt nghiệp Trường Bá Nghệ loại gì?,"hạng ưu,",hạng ưu,0,0.5
Tour de France là tên tiếng Pháp của gì?,Grande Boucle,Grande Boucle,1,1.0
Tên gọi đơn giản Tour de France?,"Le Tour,",Le Tour,0,0.5
Tour de France dịch là gì?,Vòng quanh nước Pháp hay Vòng nước Pháp,Vòng quanh nước Pháp hay Vòng nước Pháp,1,0.625
Tour de France là gì?,nữ,giải đua xe đạp nổi tiếng nhất thế giới,0,0.0
Giải xe đạp nổi tiếng thế giới tên gì?,Ấn Độ.,Tour de France,0,0.0
Tour de France tổ chức khi nào?,1984.,hằng năm trong vòng 3 tuần của tháng 7,0,0.0
Vào khoảng nào thì Tour de France không được tổ chức?,"từ năm 1940 đến năm 1946),",Chiến tranh thế giới thứ nhất (không tiến hành từ năm 1915 đến năm 1918) và Chiến tranh thế giới thứ hai (không tiến hành từ năm 1940 đến năm 1946),0,0.2162162162162162
Ai đứng ra tổ chức Tour de France?,1984.,Amaury Sport Organisation,0,0.0
ASO là gì?,Amaury Sport Organisation,Amaury Sport Organisation,1,1.0
Tên của Tour de France nữ?,1984.,Grande Boucle Féminie Internationale,0,0.0
Le Tour nữ tổ chức từ lúc nào?,1984.,năm 1984,0,0.0
Cuộc đua nào hoàn toàn bị cuộc đua giành cho phái Nam che lấp?,Tour de France nữ (Grande Boucle Féminie Internationale),Tour de France nữ,0,0.6666666666666666
Hưng Đạo đại vương tên thật là gì?,Trần Hưng Đạo,Trần Hưng Đạo,1,1.0
Hưng Đạo là ai?,"nhà chính trị, quân sự, tôn thất hoàng gia Đại Việt thời Trần.","một nhà chính trị, quân sự, tôn thất hoàng gia Đại Việt thời Trần",0,0.888888888888889
Ai đã đánh tan 2 cuộc xâm lược Nguyên-Mông?,Trần Hưng Đạo,Trần Hưng Đạo,1,1.0
Quân Nguyên Mông xâm lược khi nào?,"tháng 10 âm lịch năm 1283,",năm 1285 và năm 1288,0,0.1818181818181818
Ai gọi Hưng Đạo đại vương là chú?,vua Trần Thánh Tông,vua Trần Thánh Tông,1,1.0
Trần Hưng Đạo là gì của Trần Thái Tổ?,cháu nội,cháu nội,1,1.0
Khi nào Mông cổ đánh lần 2?,"tháng 10 âm lịch năm 1283,",tháng 10 âm lịch năm 1283,0,0.8333333333333334
Ta đã làm gì khi Mông cổ dọa đánh lần 2,Hưng Đạo vương,"Hưng Đạo vương được Thượng hoàng Trần Thánh Tông, Hoàng đế Trần Nhân Tông (em họ và cháu họ ông) phong làm Quốc công tiết chế thống lĩnh quân đội cả nước",0,0.17142857142857143
Năm 1285 thì Hưng Đạo đánh chặn Mông Cổ với cương vị gì?,Quốc công tiết chế thống lĩnh quân đội cả nước.,Quốc công tiết chế thống lĩnh quân đội cả nước,0,0.9
Ai đã quét sạch quân Nguyên khỏi biên giới?,Thượng tướng Thái sư Trần Quang Khải và Hưng Đạo vương," hai vua Trần, Thượng tướng Thái sư Trần Quang Khải và Hưng Đạo vương",0,0.88
Kể tên các trạn đánh gây ảnh hưởng đến việc quét quân Nguyên khỏi biên giới?,"trận Hàm Tử, Chương Dương, Trường Yên, Vạn Kiếp,...,","Hàm Tử, Chương Dương, Trường Yên, Vạn Kiếp,...,",0,0.9411764705882353
Twitter gọi mẩu tin là gì?,"tweets,",tweets,0,0.0
Người dùng làm gì trên Twitter?,đăng các Tweet,"đọc, nhắn và cập nhật các mẩu tin nhỏ",0,0.16666666666666666
Số lượng kí tự tối đa của 1 mẩu tin?,280,280,1,1.0
Twitter có từ năm nào?,"2006,",2006,0,0.0
Nội dung của những dòng tweet?,dòng tin vặt cá nhân cho đến những cập nhật thời sự tại chỗ,có thể chỉ là dòng tin vặt cá nhân cho đến những cập nhật thời sự tại chỗ kịp thời và nhanh chóng hơn cả truyền thông chính thống,0,0.6511627906976745
Twitter có bao nhiêu công ty trên toàn thế giới?,35,35,1,1.0
Twitter tương thích với gì?,SMS,tin SMS,0,0.6666666666666666
SMS là gì?,"mang đến cho cộng đồng mạng một hình thức tốc ký đáng chú ý,",Short Message Service,0,0.0
Lợi ích của việc giới hạn kí tự?,tự.,"thúc đẩy các dịch vụ thu gọn địa chỉ website như tinyurl, bit.ly và tr.im, hoặc các dịch vụ nội dung tên miền như là Twitpic và NotePub nhằm thu thập các thông tin đa phương tiện và những đoạn dài hơn 280 ký tự",0,0.0
Ai thu thập các thông tin?,các dịch vụ nội dung tên miền như là Twitpic và NotePub,dịch vụ thu gọn địa chỉ website,0,0.2105263157894737
Tweet có thể ở dạng nào?,"đoạn hội thoại,","thoại, đăng ảnh, video, ảnh động, và tính năng cập nhật Khoảnh khắc",0,0.125
tinyurl là gì?,dịch vụ thu gọn địa chỉ website,dịch vụ thu gọn địa chỉ website,1,1.0
Ubuntu là gì?,là một hệ điều hành máy tính,"hệ điều hành máy tính dựa trên Debian GNU/Linux, một bản phân phối Linux thông dụng",0,0.5217391304347825
Nghĩa của từ ubuntu?,"""tình người"",",tình người,0,0.0
Tình người là nghĩa tiếng gì của ubuntu?,"tiếng Zulu,",Zulu,0,0.0
Triết lí của ubuntu là gì?,"""Tôi được là chính mình nhờ có những người xung quanh,""",Tôi được là chính mình nhờ có những người xung quanh,0,0.8181818181818182
Mục đích của Ubuntu?,đặt.,"việc cung cấp một hệ điều hành ổn định, cập nhật cho người dùng thường, và tập trung vào sự tiện dụng và dễ dàng cài đặt",0,0.0
Bao nhiêu số người cài Linux Unbuntu?,30%,30%,1,1.0
Vị trí địa lí của Việt Nam?,phía Đông và phía Nam giáp Biển Đông,phía Đông bán đảo Đông Dương thuộc khu vực Đông Nam Á,0,0.3
Tên đầy đủ của Việt Nam?,Ấn,Cộng hòa Xã hội chủ nghĩa Việt Nam,0,0.0
Số dân Việt Nam ?,"93,7 triệu dân","ước tính 93,7 triệu ",0,0.5714285714285715
Vị trí của Việt Nam về độ đông dân?,thứ 15 trên thế giới,thứ 15 trên thế giới và là quốc gia đông dân thứ 8 của châu Á,0,0.47619047619047616
Vị trí của Việt Nam về độ đông dân trên châu Á?,thứ 8,thứ 8,1,1.0
Khi nào thì Hà Nội là thủ đô Việt Nam?,"1976,",1976,0,0.0
Thành phố Hồ chí minh là gì của Việt Nam?,thành phố đông dân nhất.,thành phố đông dân nhất,0,0.8000000000000002
Ở phía Tây Việt Nam là đâu?,"vịnh Thái Lan,",vịnh Thái Lan,0,0.6666666666666666
Có bao nhiêu đảo trên biển Đông?,Các,hơn 4.000,0,0.0
Biển Đông nằm ở đâu của Việt Nam?,Đông Nam Á.,phía Đông và phía Nam,0,0.5
So sánh thềm lục địa của Việt Nam so với đất liền?,3 lần,gấp 3 lần,0,0.8
Quần đảo Trường Sa bị ai tranh chấp?,"Ogasawara, Hawaii, đảo Clipperton, quần đảo Juan Fernández,","với Đài Loan, Trung Quốc, Malaysia và Philippines",0,0.0
Diện tích thềm lục địa?,8.525.989 km²,khoảng trên 1 triệu km²). Ở ,0,0.0
Windows là gì?,là tên của một họ hệ điều hành,tên của một họ hệ điều hành dựa trên giao diện người dùng đồ hoạ,0,0.608695652173913
Ai phát triển Windows?,Microsoft.,Microsoft,0,0.0
Microsoft Windows có gì?,hệ điều hành dựa trên giao diện người dùng đồ hoạ,"một vài các dòng hệ điều hành, mỗi trong số đó phục vụ một phần nhất định của ngành công nghiệp máy tính",0,0.1176470588235294
Liệt kê các dòng windows hiện tại?,"Windows NT, Windows Embedded và Windows Phone;"," Windows NT, Windows Embedded và Windows Phone; chúng có thể bao gồm các phân họ, VD: Windows Embedded Compact (Windows CE) hoặc Windows Server",0,0.3225806451612903
Windows nào bị dừng?,Windows 9x và Windows Mobile.,Windows 9x và Windows Mobile,0,0.6
American football là gì?,Liên đoàn bóng đá thế giới,Bóng bầu dục Mỹ,0,0.0
Tên gọi khác của bóng đá kiểu Mĩ?,Bóng bầu dục Mỹ,Bóng bầu dục Mỹ,1,1.0
Bóng cà na là gì?,Bóng bầu dục Mỹ,Bóng bầu dục Mỹ,1,1.0
Bóng bầu dục Mĩ là gì?,là một môn thể thao thi đấu đồng đội,một môn thể thao thi đấu đồng đội phổ biến tại Hoa Kỳ,0,0.7272727272727274
Bóng bầu dục Mĩ na ná với môn gì?,bóng bầu dục Canada,bóng bầu dục Canada,1,1.0
Khác biệt giữa bóng cà na và bóng bầu dục Canada?,một số khác biệt về luật chơi và nhiều đặc điểm khác.,về luật chơi và nhiều đặc điểm khác,0,0.8
Khác biệt giữa bóng bầu dục Mỹ và Canada?,một số khác biệt về luật chơi và nhiều đặc điểm khác.,về luật chơi và nhiều đặc điểm khác,0,0.8
Khác biệt giữa bóng bầu dục Mĩ và Canada?,một số khác biệt về luật chơi và nhiều đặc điểm khác.,về luật chơi và nhiều đặc điểm khác,0,0.8
Các thể loại của bóng bầu dục Mỹ?,"nghiệp,","bóng bầu dục trung học, bóng bầu dục đại học và bóng bầu dục chuyên nghiệp",0,0.0
Điểm khác nhau giữa bóng bầu dục trung học và đại học?,vài điểm trong luật chơi.,vài điểm trong luật chơi,0,0.8000000000000002
Bóng bầu dục Mỹ ở đâu?,Hoa Kỳ.,Hoa Kỳ,0,0.5
National Basketball Association có tên khác là gì?,(NBA),NBA,0,0.0
NBA là gì?,giải đấu bóng rổ,National Basketball Association,0,0.0
National Basketball Association là gì?,giải đấu bóng rổ,"giải đấu bóng rổ chuyên nghiệp những cầu thủ ưu việt ở Bắc Mỹ, và được nhiều người coi là giải đấu bóng rổ chuyên nghiệp những cầu thủ hàng đầu của thế giới",0,0.21052631578947367
Đã có bao nhiêu câu lạc bộ trong NBA?,30,30,1,1.0
Bao nhie6i câu lạc bộ trong NBA ở Canada?,1,1,1,1.0
USAB là gì?,Bóng rổ Mỹ,một thành viên tích cực của Bóng rổ Mỹ,0,0.5
FIBA là gì?,Liên đoàn bóng rổ quốc tế), Liên đoàn bóng rổ quốc tế,0,0.8333333333333334
Ai được trả lương tốt?,Cầu thủ NBA,Cầu thủ NBA,1,1.0
NBA dành cho ai?,vận động,cầu thủ ưu việt ở Bắc Mỹ,0,0.0
SEA Games là gì?,Đại hội Thể thao Đông Nam Á,Đại hội Thể thao Đông Nam Á,1,1.0
Tên khác của SEA Games?,Đại hội Thể thao Đông Nam Á,South East Asian Games,0,0.0
Đại hội Thể thao Đông Nam Á là gì?,là một sự kiện thể thao, một sự kiện thể thao tổ chức hai năm một lần vào giữa chu kỳ Đại hội Olympic và Đại hội Thể thao châu Á,0,0.3225806451612903
Ai tham gia SEA Games?,các vận động viên từ 11 nước trong khu vực Đông Nam Á,các vận động viên từ 11 nước trong khu vực Đông Nam Á hiện nay,0,0.9285714285714286
Ai điều hành và giám sát SEA Games?,Ủy ban Olympic Quốc tế (IOC) và Hội đồng Olympic châu Á.,Liên đoàn thể thao Đông Nam Á điều hành với sự giám sát của Ủy ban Olympic Quốc tế (IOC) và Hội đồng Olympic châu Á,0,0.5263157894736842
Ai điều hành SEA Games?,Liên đoàn thể thao Đông Nam Á,Liên đoàn thể thao Đông Nam Á,1,1.0
Ai giám sát SEA Games ngoài IOC?,Hội đồng Olympic châu Á.,Hội đồng Olympic châu Á,0,0.8000000000000002
Cúp bóng đá châu Á 2019 là giải thứ mấy?,"17,",17,0,0.0
Chu kì Cúp bóng đá châu Á?,"4 năm 1 lần,",4 năm 1 lần,0,0.75
Ai tổ chức cúp bóng đá châu á?,Liên đoàn bóng đá châu Á,Liên đoàn bóng đá châu Á,1,1.0
Tên viết tắt của Liên đoàn bóng đá châu Á?,FIFA,AFC,0,0.0
Bóng đá châu Á tổ chức ở đâu?,Các Tiểu vương quốc Ả Rập Thống nhất,Các Tiểu vương quốc Ả Rập Thống nhất,1,1.0
Bóng đá châu Á tổ chức từ ngày nào?,ngày 5 tháng 1,5 tháng 1,0,0.8571428571428571
Làm sao mà Ả rập có quyền tổ chức cúp bóng đá châu Á?,Các Tiểu vương quốc Ả Rập Thống nhất đã đánh bại Iran,nhất đã đánh bại Iran và thuyết phục được AFC trao quyền tổ chức ,0,0.3846153846153846
FIFA World Cup là gì?,Âu.,Giải vô địch bóng đá thế giới,0,0.0
Tên gọi khác của Cúp bóng đá thế giới?,châu Á,Giải vô địch bóng đá thế giới,0,0.0
Tên gọi khác của giải vô địch bóng đá thế giới?,Cúp bóng đá thế giới 2018,Cúp bóng đá thế giới?,0,0.7272727272727272
Tên tiếng Nga của Fifa world cup?,Чемпионат мира по футболу FIFA,Чемпионат мира по футболу FIFA,1,1.0
Giải vô địch bóng đá thế giới 2018 là gì?,Cúp bóng đá thế giới 2018,giải vô địch bóng đá thế giới lần thứ 21 được tổ chức tại Nga,0,0.3809523809523809
Đã có bao nhiêu giải bóng đá thế giới tổ chức ở Đông Âu?,11,lần đầu tiên,0,0.0
FIFA World cup 2018 tổ chức lúc nào?,14 tháng 6 đến 15 tháng 7 năm 2018.,từ ngày 14 tháng 6 đến 15 tháng 7 năm 2018,0,0.7000000000000001
FIFA World cup 2018 tổ chức từ lúc nào?,14 tháng 6,ngày 14 tháng 6,0,0.8571428571428571
FIFA World Cup 2018 được tổ chức lần thứ mấy ổ Châu Âu?,11,11,1,1.0
Kinh phí FIFA World cup 2018?,"hơn 14,2 tỷ đô la,","14,2 tỷ đô la",0,0.6666666666666665
VARs là gì?,công nghệ hỗ trợ trọng tài,công nghệ hỗ trợ trọng tài,1,1.0
2018 FIFA World Cup sử dụng gì lần đầu?,công nghệ hỗ trợ trọng tài (VARs),công nghệ hỗ trợ trọng tài,0,0.923076923076923
